date,serial_number,model,capacity_bytes,failure,smart_5_raw,smart_9_raw,smart_187_raw,smart_188_raw,smart_194_raw,smart_197_raw,smart_198_raw
2025-10-16,SIM000002,HUH721212ALE600,12000138625024,0,0,5461,0,0,37,0,0
2025-10-17,SIM000002,HUH721212ALE600,12000138625024,0,0,5485,0,0,33,0,0
2025-10-18,SIM000002,HUH721212ALE600,12000138625024,0,3,5509,0,0,30,0,0
2025-10-19,SIM000002,HUH721212ALE600,12000138625024,0,2,5533,0,0,37,0,0
2025-10-20,SIM000002,HUH721212ALE600,12000138625024,0,0,5557,0,0,27,0,0
2025-10-01,SIM000003,ST16000NM001G,16000900661248,0,0,5962,0,0,28,1,0
2025-10-02,SIM000003,ST16000NM001G,16000900661248,0,0,5986,0,0,30,0,0
2025-10-03,SIM000003,ST16000NM001G,16000900661248,0,0,6010,0,0,33,0,0
2025-10-04,SIM000003,ST16000NM001G,16000900661248,0,3,6034,0,0,34,0,0
2025-10-05,SIM000003,ST16000NM001G,16000900661248,0,0,6058,0,0,29,0,0
2025-10-06,SIM000003,ST16000NM001G,16000900661248,0,0,6082,0,0,30,0,0
2025-10-07,SIM000003,ST16000NM001G,16000900661248,0,2,6106,0,0,32,0,0
2025-10-08,SIM000003,ST16000NM001G,16000900661248,0,0,6130,0,0,35,0,0
2025-10-09,SIM000003,ST16000NM001G,16000900661248,0,1,6154,0,0,31,1,0
2025-10-10,SIM000003,ST16000NM001G,16000900661248,0,0,6178,0,0,32,0,0
2025-10-11,SIM000003,ST16000NM001G,16000900661248,0,0,6202,0,0,32,0,0
2025-10-12,SIM000003,ST16000NM001G,16000900661248,0,0,6226,0,0,38,3,0
2025-10-13,SIM000003,ST16000NM001G,16000900661248,0,0,6250,0,0,26,0,0
2025-10-14,SIM000003,ST16000NM001G,16000900661248,0,0,6274,0,0,36,0,0
2025-10-15,SIM000003,ST16000NM001G,16000900661248,0,0,6298,0,0,24,0,0
2025-10-16,SIM000003,ST16000NM001G,16000900661248,0,0,6322,0,0,30,0,0
2025-10-17,SIM000003,ST16000NM001G,16000900661248,0,0,6346,0,0,25,0,0
2025-10-18,SIM000003,ST16000NM001G,16000900661248,0,0,6370,0,0,27,2,0
2025-10-19,SIM000003,ST16000NM001G,16000900661248,0,0,6394,0,0,42,2,0
2025-10-20,SIM000003,ST16000NM001G,16000900661248,0,0,6418,0,0,33,0,0
2025-10-01,SIM000004,ST16000NM001G,16000900661248,0,1,37197,0,0,30,0,0
2025-10-02,SIM000004,ST16000NM001G,16000900661248,0,0,37221,0,0,31,0,0
2025-10-03,SIM000004,ST16000NM001G,16000900661248,0,0,37245,0,0,30,0,0
2025-10-04,SIM000004,ST16000NM001G,16000900661248,0,1,37269,0,0,32,1,0
2025-10-05,SIM000004,ST16000NM001G,16000900661248,0,0,37293,0,0,32,0,0
2025-10-06,SIM000004,ST16000NM001G,16000900661248,0,0,37317,0,0,31,0,0
2025-10-07,SIM000004,ST16000NM001G,16000900661248,0,5,37341,0,0,33,2,0
2025-10-08,SIM000004,ST16000NM001G,16000900661248,0,0,37365,0,0,36,0,0
2025-10-09,SIM000004,ST16000NM001G,16000900661248,0,0,37389,0,0,25,0,0
2025-10-10,SIM000004,ST16000NM001G,16000900661248,0,2,37413,0,0,28,0,0
2025-10-11,SIM000004,ST16000NM001G,16000900661248,0,0,37437,0,0,32,0,0
2025-10-12,SIM000004,ST16000NM001G,16000900661248,0,0,37461,0,0,31,0,0
2025-10-13,SIM000004,ST16000NM001G,16000900661248,0,0,37485,0,0,23,1,0
2025-10-14,SIM000004,ST16000NM001G,16000900661248,0,0,37509,0,0,33,0,0
2025-10-15,SIM000004,ST16000NM001G,16000900661248,0,0,37533,0,0,33,0,0
2025-10-16,SIM000004,ST16000NM001G,16000900661248,0,4,37557,0,0,35,0,0
2025-10-17,SIM000004,ST16000NM001G,16000900661248,0,0,37581,0,0,28,0,0
2025-10-18,SIM000004,ST16000NM001G,16000900661248,0,0,37605,0,0,34,1,0
2025-10-19,SIM000004,ST16000NM001G,16000900661248,0,4,37629,0,0,33,1,0
2025-10-20,SIM000004,ST16000NM001G,16000900661248,0,4,37653,0,0,34,0,0
2025-10-01,SIM000005,WUH721816ALE6L,16000900661248,0,2,24206,0,0,34,0,0
2025-10-02,SIM000005,WUH721816ALE6L,16000900661248,0,0,24230,0,0,34,1,0
2025-10-03,SIM000005,WUH721816ALE6L,16000900661248,0,4,24254,0,0,26,0,0
2025-10-04,SIM000005,WUH721816ALE6L,16000900661248,0,0,24278,0,0,30,0,0
2025-10-05,SIM000005,WUH721816ALE6L,16000900661248,0,3,24302,0,0,29,0,0
2025-10-06,SIM000005,WUH721816ALE6L,16000900661248,0,0,24326,0,0,27,0,0
2025-10-07,SIM000005,WUH721816ALE6L,16000900661248,0,0,24350,0,0,36,0,0
2025-10-08,SIM000005,WUH721816ALE6L,16000900661248,0,1,24374,0,0,33,0,0
2025-10-09,SIM000005,WUH721816ALE6L,16000900661248,0,0,24398,0,0,37,0,0
2025-10-10,SIM000005,WUH721816ALE6L,16000900661248,0,0,24422,0,0,34,0,0
2025-10-11,SIM000005,WUH721816ALE6L,16000900661248,0,0,24446,0,0,33,1,0
2025-10-12,SIM000005,WUH721816ALE6L,16000900661248,0,2,24470,0,0,34,0,0
2025-10-13,SIM000005,WUH721816ALE6L,16000900661248,0,2,24494,0,0,32,0,0
2025-10-14,SIM000005,WUH721816ALE6L,16000900661248,0,0,24518,0,0,31,0,0
2025-10-15,SIM000005,WUH721816ALE6L,16000900661248,0,0,24542,0,0,35,0,0
2025-10-16,SIM000005,WUH721816ALE6L,16000900661248,0,0,24566,0,0,37,0,0
2025-10-17,SIM000005,WUH721816ALE6L,16000900661248,0,0,24590,0,0,32,0,0
2025-10-18,SIM000005,WUH721816ALE6L,16000900661248,0,2,24614,0,0,36,0,0
2025-10-19,SIM000005,WUH721816ALE6L,16000900661248,0,2,24638,0,0,33,1,0
2025-10-20,SIM000005,WUH721816ALE6L,16000900661248,0,5,24662,0,0,24,0,0
2025-10-01,SIM000006,WUH721816ALE6L,16000900661248,0,0,4757,0,0,26,0,0
2025-10-02,SIM000006,WUH721816ALE6L,16000900661248,0,0,4781,0,0,33,0,0
2025-10-03,SIM000006,WUH721816ALE6L,16000900661248,0,0,4805,0,0,23,0,0
2025-10-04,SIM000006,WUH721816ALE6L,16000900661248,0,0,4829,0,0,33,0,0
2025-10-05,SIM000006,WUH721816ALE6L,16000900661248,0,1,4853,0,0,34,0,0
2025-10-06,SIM000006,WUH721816ALE6L,16000900661248,0,0,4877,0,0,29,0,0
2025-10-07,SIM000006,WUH721816ALE6L,16000900661248,0,0,4901,0,0,34,0,0
2025-10-08,SIM000006,WUH721816ALE6L,16000900661248,0,0,4925,0,0,31,0,0
2025-10-09,SIM000006,WUH721816ALE6L,16000900661248,0,0,4949,0,0,25,1,0
2025-10-10,SIM000006,WUH721816ALE6L,16000900661248,0,0,4973,0,0,23,0,0
2025-10-11,SIM000006,WUH721816ALE6L,16000900661248,0,0,4997,0,0,31,0,0
2025-10-12,SIM000006,WUH721816ALE6L,16000900661248,0,6,5021,2,0,32,4,0
2025-10-13,SIM000006,WUH721816ALE6L,16000900661248,0,0,5045,0,0,26,0,0
2025-10-14,SIM000006,WUH721816ALE6L,16000900661248,0,0,5069,0,0,34,0,0
2025-10-15,SIM000006,WUH721816ALE6L,16000900661248,0,4,5093,0,0,33,0,0
2025-10-16,SIM000006,WUH721816ALE6L,16000900661248,0,0,5117,0,0,31,0,0
2025-10-17,SIM000006,WUH721816ALE6L,16000900661248,0,0,5141,0,0,29,1,0
2025-10-18,SIM000006,WUH721816ALE6L,16000900661248,0,0,5165,0,0,29,0,0
2025-10-19,SIM000006,WUH721816ALE6L,16000900661248,0,1,5189,0,0,33,0,0
2025-10-20,SIM000006,WUH721816ALE6L,16000900661248,0,0,5213,0,0,30,1,0
2025-10-01,SIM000007,WUH721816ALE6L,16000900661248,0,2,11958,0,0,31,0,0
2025-10-02,SIM000007,WUH721816ALE6L,16000900661248,0,0,11982,0,0,39,2,0
2025-10-03,SIM000007,WUH721816ALE6L,16000900661248,0,0,12006,0,0,35,0,0
2025-10-04,SIM000007,WUH721816ALE6L,16000900661248,0,0,12030,0,0,31,0,0
2025-10-05,SIM000007,WUH721816ALE6L,16000900661248,0,0,12054,0,0,26,0,0
2025-10-06,SIM000007,WUH721816ALE6L,16000900661248,0,0,12078,0,0,30,0,0
2025-10-07,SIM000007,WUH721816ALE6L,16000900661248,0,0,12102,0,0,35,2,0
2025-10-08,SIM000007,WUH721816ALE6L,16000900661248,0,0,12126,0,0,30,0,0
2025-10-09,SIM000007,WUH721816ALE6L,16000900661248,0,0,12150,0,0,34,0,0
2025-10-10,SIM000007,WUH721816ALE6L,16000900661248,0,0,12174,0,0,28,1,0
2025-10-11,SIM000007,WUH721816ALE6L,16000900661248,0,0,12198,0,0,32,3,0
2025-10-12,SIM000007,WUH721816ALE6L,16000900661248,0,3,12222,0,0,34,0,0
2025-10-13,SIM000007,WUH721816ALE6L,16000900661248,0,0,12246,0,0,29,0,0
2025-10-14,SIM000007,WUH721816ALE6L,16000900661248,0,1,12270,0,0,34,0,0
2025-10-15,SIM000007,WUH721816ALE6L,16000900661248,0,2,12294,0,0,30,0,0
2025-10-16,SIM000007,WUH721816ALE6L,16000900661248,0,1,12318,0,0,35,0,0
2025-10-17,SIM000007,WUH721816ALE6L,16000900661248,0,0,12342,0,0,25,0,0
2025-10-18,SIM000007,WUH721816ALE6L,16000900661248,0,0,12366,0,0,35,1,0
2025-10-19,SIM000007,WUH721816ALE6L,16000900661248,0,0,12390,0,0,21,0,0
2025-10-20,SIM000007,WUH721816ALE6L,16000900661248,0,0,12414,0,0,33,3,0
2025-10-01,SIM000008,WUH721816ALE6L,16000900661248,0,0,6910,0,0,31,0,0
2025-10-02,SIM000008,WUH721816ALE6L,16000900661248,0,1,6934,0,0,34,0,0
2025-10-03,SIM000008,WUH721816ALE6L,16000900661248,0,0,6958,0,0,37,1,0
2025-10-04,SIM000008,WUH721816ALE6L,16000900661248,0,0,6982,0,0,36,0,0
2025-10-05,SIM000008,WUH721816ALE6L,16000900661248,0,0,7006,0,0,30,1,0
2025-10-06,SIM000008,WUH721816ALE6L,16000900661248,0,3,7030,0,0,32,0,0
2025-10-07,SIM000008,WUH721816ALE6L,16000900661248,0,3,7054,0,0,28,0,0
2025-10-08,SIM000008,WUH721816ALE6L,16000900661248,0,0,7078,0,0,26,0,0
2025-10-09,SIM000008,WUH721816ALE6L,16000900661248,0,1,7102,0,0,36,0,0
2025-10-10,SIM000008,WUH721816ALE6L,16000900661248,0,0,7126,0,0,26,0,0
2025-10-11,SIM000008,WUH721816ALE6L,16000900661248,0,0,7150,0,0,31,0,0
2025-10-12,SIM000008,WUH721816ALE6L,16000900661248,0,0,7174,0,0,32,0,0
2025-10-13,SIM000008,WUH721816ALE6L,16000900661248,0,0,7198,0,0,34,0,0
2025-10-14,SIM000008,WUH721816ALE6L,16000900661248,0,0,7222,0,0,33,0,0
2025-10-15,SIM000008,WUH721816ALE6L,16000900661248,0,5,7246,0,0,30,0,0
2025-10-16,SIM000008,WUH721816ALE6L,16000900661248,0,0,7270,0,0,27,0,0
2025-10-17,SIM000008,WUH721816ALE6L,16000900661248,0,0,7294,0,0,33,0,0
2025-10-18,SIM000008,WUH721816ALE6L,16000900661248,0,0,7318,0,0,35,0,0
2025-10-19,SIM000008,WUH721816ALE6L,16000900661248,0,1,7342,0,0,29,0,0
2025-10-20,SIM000008,WUH721816ALE6L,16000900661248,0,1,7366,0,0,26,0,0
2025-10-01,SIM000009,HUH721212ALE600,12000138625024,0,0,12871,0,0,36,0,0
2025-10-02,SIM000009,HUH721212ALE600,12000138625024,0,3,12895,0,0,33,0,0
2025-10-03,SIM000009,HUH721212ALE600,12000138625024,0,0,12919,0,0,30,0,0
2025-10-04,SIM000009,HUH721212ALE600,12000138625024,0,0,12943,0,0,38,0,0
2025-10-05,SIM000009,HUH721212ALE600,12000138625024,0,0,12967,0,0,32,0,0
2025-10-06,SIM000009,HUH721212ALE600,12000138625024,0,12,12991,1,2,30,0,0
2025-10-07,SIM000009,HUH721212ALE600,12000138625024,0,14,13015,3,1,26,5,3
2025-10-08,SIM000009,HUH721212ALE600,12000138625024,0,25,13039,0,6,34,8,2
2025-10-09,SIM000009,HUH721212ALE600,12000138625024,0,30,13063,0,7,32,9,1
2025-10-10,SIM000009,HUH721212ALE600,12000138625024,0,37,13087,1,9,39,15,2
2025-10-11,SIM000009,HUH721212ALE600,12000138625024,0,45,13111,1,10,29,18,4
2025-10-12,SIM000009,HUH721212ALE600,12000138625024,0,58,13135,5,13,26,22,2
2025-10-13,SIM000009,HUH721212ALE600,12000138625024,0,61,13159,3,6,37,24,0
2025-10-14,SIM000009,HUH721212ALE600,12000138625024,0,69,13183,0,11,27,24,4
2025-10-15,SIM000009,HUH721212ALE600,12000138625024,1,76,13207,4,12,36,30,1
2025-10-01,SIM000010,ST16000NM001G,16000900661248,0,0,7333,1,2,38,4,0
2025-10-02,SIM000010,ST16000NM001G,16000900661248,0,1,7357,0,0,28,0,0
2025-10-03,SIM000010,ST16000NM001G,16000900661248,0,0,7381,0,0,28,0,0
2025-10-04,SIM000010,ST16000NM001G,16000900661248,0,5,7405,0,0,35,2,0
2025-10-05,SIM000010,ST16000NM001G,16000900661248,0,0,7429,0,0,34,1,0
2025-10-06,SIM000010,ST16000NM001G,16000900661248,0,1,7453,0,0,34,1,0
2025-10-07,SIM000010,ST16000NM001G,16000900661248,0,1,7477,0,0,33,0,0
2025-10-08,SIM000010,ST16000NM001G,16000900661248,0,0,7501,0,0,30,0,0
2025-10-09,SIM000010,ST16000NM001G,16000900661248,0,0,7525,0,0,38,2,0
2025-10-10,SIM000010,ST16000NM001G,16000900661248,0,3,7549,0,0,36,0,0
2025-10-11,SIM000010,ST16000NM001G,16000900661248,0,0,7573,0,0,28,0,0
2025-10-12,SIM000010,ST16000NM001G,16000900661248,0,0,7597,0,0,27,0,0
2025-10-13,SIM000010,ST16000NM001G,16000900661248,0,0,7621,0,0,38,0,0
2025-10-14,SIM000010,ST16000NM001G,16000900661248,0,2,7645,0,0,32,0,0
2025-10-15,SIM000010,ST16000NM001G,16000900661248,0,0,7669,0,0,28,0,0
2025-10-16,SIM000010,ST16000NM001G,16000900661248,0,0,7693,0,0,27,0,0
2025-10-17,SIM000010,ST16000NM001G,16000900661248,0,1,7717,0,0,25,0,0
2025-10-18,SIM000010,ST16000NM001G,16000900661248,0,0,7741,0,0,35,1,0
2025-10-19,SIM000010,ST16000NM001G,16000900661248,0,2,7765,0,0,29,0,0
2025-10-20,SIM000010,ST16000NM001G,16000900661248,0,0,7789,0,0,33,0,0
2025-10-01,SIM000011,ST16000NM001G,16000900661248,0,0,12411,0,0,32,0,0
2025-10-02,SIM000011,ST16000NM001G,16000900661248,0,0,12435,0,0,32,0,0
2025-10-03,SIM000011,ST16000NM001G,16000900661248,0,0,12459,0,0,33,0,0
2025-10-04,SIM000011,ST16000NM001G,16000900661248,0,0,12483,0,0,32,0,0
2025-10-05,SIM000011,ST16000NM001G,16000900661248,0,0,12507,0,0,37,0,0
2025-10-06,SIM000011,ST16000NM001G,16000900661248,0,0,12531,0,0,25,0,0
2025-10-07,SIM000011,ST16000NM001G,16000900661248,0,0,12555,0,0,31,0,0
2025-10-08,SIM000011,ST16000NM001G,16000900661248,0,3,12579,0,0,33,0,0
2025-10-09,SIM000011,ST16000NM001G,16000900661248,0,3,12603,0,0,30,0,0
2025-10-10,SIM000011,ST16000NM001G,16000900661248,0,0,12627,0,0,30,0,0
2025-10-11,SIM000011,ST16000NM001G,16000900661248,0,3,12651,0,0,30,2,0
2025-10-12,SIM000011,ST16000NM001G,16000900661248,0,4,12675,0,0,38,0,0
2025-10-13,SIM000011,ST16000NM001G,16000900661248,0,0,12699,0,0,33,0,0
2025-10-14,SIM000011,ST16000NM001G,16000900661248,0,7,12723,0,0,29,1,0
2025-10-15,SIM000011,ST16000NM001G,16000900661248,0,2,12747,0,0,30,0,0
2025-10-16,SIM000011,ST16000NM001G,16000900661248,0,2,12771,0,0,32,0,0
2025-10-17,SIM000011,ST16000NM001G,16000900661248,0,0,12795,0,0,33,0,0
2025-10-18,SIM000011,ST16000NM001G,16000900661248,0,0,12819,0,0,28,0,0
2025-10-19,SIM000011,ST16000NM001G,16000900661248,0,0,12843,0,0,32,0,0
2025-10-20,SIM000011,ST16000NM001G,16000900661248,0,0,12867,0,0,27,1,0
2025-10-01,SIM000012,HUH721212ALE600,12000138625024,0,0,20734,0,0,34,0,0
2025-10-02,SIM000012,HUH721212ALE600,12000138625024,0,0,20758,0,0,25,0,0
2025-10-03,SIM000012,HUH721212ALE600,12000138625024,0,0,20782,0,0,31,0,0
2025-10-04,SIM000012,HUH721212ALE600,12000138625024,0,0,20806,0,0,35,0,0
2025-10-05,SIM000012,HUH721212ALE600,12000138625024,0,0,20830,0,0,28,0,0
2025-10-06,SIM000012,HUH721212ALE600,12000138625024,0,0,20854,0,0,30,1,0
2025-10-07,SIM000012,HUH721212ALE600,12000138625024,0,0,20878,0,0,29,0,0
2025-10-08,SIM000012,HUH721212ALE600,12000138625024,0,0,20902,0,0,32,0,0
2025-10-09,SIM000012,HUH721212ALE600,12000138625024,0,0,20926,0,0,29,1,0
2025-10-10,SIM000012,HUH721212ALE600,12000138625024,0,0,20950,0,0,26,0,0
2025-10-11,SIM000012,HUH721212ALE600,12000138625024,0,0,20974,0,0,31,0,0
2025-10-12,SIM000012,HUH721212ALE600,12000138625024,0,3,20998,0,0,39,0,0
2025-10-13,SIM000012,HUH721212ALE600,12000138625024,0,0,21022,0,0,32,0,0
2025-10-14,SIM000012,HUH721212ALE600,12000138625024,0,0,21046,0,0,33,0,0
2025-10-15,SIM000012,HUH721212ALE600,12000138625024,0,1,21070,0,0,35,0,0
2025-10-16,SIM000012,HUH721212ALE600,12000138625024,0,2,21094,0,0,33,1,0
2025-10-17,SIM000012,HUH721212ALE600,12000138625024,0,3,21118,0,0,30,0,0
2025-10-18,SIM000012,HUH721212ALE600,12000138625024,0,0,21142,0,0,29,0,0
2025-10-19,SIM000012,HUH721212ALE600,12000138625024,0,0,21166,0,0,31,2,0
2025-10-20,SIM000012,HUH721212ALE600,12000138625024,0,1,21190,0,0,32,0,0
2025-10-01,SIM000013,ST16000NM001G,16000900661248,0,4,4478,0,0,34,0,0
2025-10-02,SIM000013,ST16000NM001G,16000900661248,0,0,4502,0,0,35,0,0
2025-10-03,SIM000013,ST16000NM001G,16000900661248,0,2,4526,0,0,35,0,0
2025-10-04,SIM000013,ST16000NM001G,16000900661248,0,1,4550,0,0,33,1,0
2025-10-05,SIM000013,ST16000NM001G,16000900661248,0,0,4574,0,0,21,0,0
2025-10-06,SIM000013,ST16000NM001G,16000900661248,0,0,4598,0,0,25,0,0
2025-10-07,SIM000013,ST16000NM001G,16000900661248,0,1,4622,0,0,27,0,0
2025-10-08,SIM000013,ST16000NM001G,16000900661248,0,0,4646,0,0,30,1,0
2025-10-09,SIM000013,ST16000NM001G,16000900661248,0,5,4670,0,0,33,0,0
2025-10-10,SIM000013,ST16000NM001G,16000900661248,0,4,4694,0,0,28,0,0
2025-10-11,SIM000013,ST16000NM001G,16000900661248,0,0,4718,0,0,27,0,0
2025-10-12,SIM000013,ST16000NM001G,16000900661248,0,0,4742,0,0,35,0,0
2025-10-13,SIM000013,ST16000NM001G,16000900661248,0,0,4766,0,0,31,0,0
2025-10-14,SIM000013,ST16000NM001G,16000900661248,0,0,4790,0,0,28,0,0
2025-10-15,SIM000013,ST16000NM001G,16000900661248,0,0,4814,0,0,30,1,0
2025-10-16,SIM000013,ST16000NM001G,16000900661248,0,0,4838,0,0,33,0,0
2025-10-17,SIM000013,ST16000NM001G,16000900661248,0,0,4862,0,0,34,0,0
2025-10-18,SIM000013,ST16000NM001G,16000900661248,0,0,4886,0,0,27,0,0
2025-10-19,SIM000013,ST16000NM001G,16000900661248,0,0,4910,0,0,30,0,0
2025-10-20,SIM000013,ST16000NM001G,16000900661248,0,2,4934,0,0,38,1,0
2025-10-01,SIM000014,WUH721816ALE6L,16000900661248,0,1,40296,0,0,32,0,0
2025-10-02,SIM000014,WUH721816ALE6L,16000900661248,0,2,40320,0,0,29,0,0
2025-10-03,SIM000014,WUH721816ALE6L,16000900661248,0,0,40344,0,0,32,0,0
2025-10-04,SIM000014,WUH721816ALE6L,16000900661248,0,0,40368,0,0,30,0,0
2025-10-05,SIM000014,WUH721816ALE6L,16000900661248,0,1,40392,0,0,27,0,0
2025-10-06,SIM000014,WUH721816ALE6L,16000900661248,0,3,40416,0,0,26,0,0
2025-10-07,SIM000014,WUH721816ALE6L,16000900661248,0,0,40440,0,0,32,0,0
2025-10-08,SIM000014,WUH721816ALE6L,16000900661248,0,0,40464,0,0,34,0,0
2025-10-09,SIM000014,WUH721816ALE6L,16000900661248,0,0,40488,0,0,33,0,0
2025-10-10,SIM000014,WUH721816ALE6L,16000900661248,0,1,40512,0,0,30,0,0
2025-10-11,SIM000014,WUH721816ALE6L,16000900661248,0,0,40536,0,0,31,0,0
2025-10-12,SIM000014,WUH721816ALE6L,16000900661248,0,2,40560,0,0,32,1,0
2025-10-13,SIM000014,WUH721816ALE6L,16000900661248,0,0,40584,0,0,30,0,0
2025-10-14,SIM000014,WUH721816ALE6L,16000900661248,0,0,40608,0,0,30,1,0
2025-10-15,SIM000014,WUH721816ALE6L,16000900661248,0,2,40632,0,0,28,0,0
2025-10-16,SIM000014,WUH721816ALE6L,16000900661248,0,2,40656,0,0,32,0,0
2025-10-17,SIM000014,WUH721816ALE6L,16000900661248,0,0,40680,0,0,30,0,0
2025-10-18,SIM000014,WUH721816ALE6L,16000900661248,0,1,40704,0,0,33,0,0
2025-10-19,SIM000014,WUH721816ALE6L,16000900661248,0,0,40728,0,0,32,0,0
2025-10-20,SIM000014,WUH721816ALE6L,16000900661248,0,6,40752,0,0,37,0,0
2025-10-01,SIM000015,WUH721816ALE6L,16000900661248,0,1,14089,0,0,37,0,0
2025-10-02,SIM000015,WUH721816ALE6L,16000900661248,0,0,14113,0,0,29,1,0
2025-10-03,SIM000015,WUH721816ALE6L,16000900661248,0,0,14137,0,0,33,0,0
2025-10-04,SIM000015,WUH721816ALE6L,16000900661248,0,3,14161,0,0,31,0,0
2025-10-05,SIM000015,WUH721816ALE6L,16000900661248,0,0,14185,0,0,26,0,0
